msisdn,offer_tag,HS_AON,NW_AON,HS_BRAND,HS_BAND,HS_TYPE,Price,data_80_limit_breach,fup_limit_breach,data_usage_level,bundle_consistency,vowifi_mous,customer_age,cricket_cohort_tag,ir_roamer_tag,bb_tag,dth_tag,other_recharge,GENDER_L1,Category,GEO_TAG,AGE_BUCKET,AI_MASTER,NATIONAL_ROAMER,CWE,Digital_Savvy,OTT_LOVER
9892092079,399,18,76,Samsung,5G,Feature Phone,34995,6.41,2.2,Medium,Medium,146,Senior,1,0,1,1,0,Female,Business,Metro,60+,0,1,1,1,0
9828584040,349,59,66,Oppo,4G,Feature Phone,18642,0.72,3.28,Very High,Medium,244,Adult,1,0,1,1,1,Male,Salaried,Urban,26-35,1,1,0,1,0
9884080429,399,39,14,Vivo,4G,Feature Phone,24568,9.77,0.55,High,Low,297,Adult,1,1,0,1,1,Female,Salaried,Metro,36-45,0,0,0,1,0
9810468900,979,20,22,OnePlus,5G,Feature Phone,47185,9.76,1.33,High,Medium,327,Adult,1,1,0,0,1,Male,Salaried,Metro,26-35,0,0,1,1,0
9854104403,349,22,51,Vivo,4G,Feature Phone,15907,3.27,3.12,Very High,High,300,Senior,0,0,0,0,1,Male,Business,Urban,36-45,0,0,0,0,0
9813715262,349,31,103,Realme,5G,Feature Phone,11340,2.7,2.93,Medium,High,331,Adult,0,1,1,1,0,Male,Business,Rural,26-35,1,0,1,0,1
9881435529,349,54,52,Oppo,5G,Feature Phone,12839,6.67,4.26,Very High,Low,192,Adult,0,0,1,1,0,Male,Student,Rural,26-35,1,0,0,0,0
9867667622,349,45,42,Xiaomi,4G,Smartphone,18338,2.81,3.83,High,High,139,Young,0,1,1,1,1,Male,Business,Rural,18-25,0,1,0,1,1
9840119768,349,38,67,Vivo,5G,Feature Phone,12593,9.38,1.6,High,Medium,439,Senior,0,0,0,1,0,Male,Salaried,Urban,18-25,1,0,0,1,0
9811914380,349,18,103,Xiaomi,5G,Smartphone,16477,3.31,3.26,High,Medium,254,Senior,0,0,1,1,0,Male,Business,Urban,36-45,1,1,0,0,1
9896096075,349,17,84,Oppo,4G,Feature Phone,12899,7.14,2.97,High,Medium,77,Adult,0,1,0,1,0,Male,Salaried,Rural,26-35,1,1,1,0,0
9830399666,349,37,12,Vivo,5G,Feature Phone,19503,0.82,3.14,High,High,31,Young,1,1,1,0,1,Female,Homemaker,Rural,26-35,1,0,0,1,1
9897307153,349,10,21,Vivo,4G,Smartphone,20959,3.05,3.0,High,High,63,Young,1,1,1,0,0,Male,Business,Urban,36-45,0,0,1,0,0
9872862581,3999,14,91,Apple,4G,Smartphone,74742,4.66,0.93,Medium,High,17,Adult,1,1,0,1,0,Male,Homemaker,Metro,46-60,1,1,1,1,1
9828611238,349,12,47,Oppo,5G,Feature Phone,19102,5.37,2.31,Medium,High,441,Adult,0,1,0,1,1,Male,Salaried,Urban,36-45,1,1,0,1,0
9832513319,349,59,12,Xiaomi,5G,Smartphone,17179,0.67,3.72,High,Low,57,Young,1,0,0,1,1,Female,Salaried,Rural,60+,1,0,1,1,1
9814211934,349,14,63,Vivo,5G,Smartphone,17701,9.13,0.98,Medium,Medium,204,Adult,1,1,0,0,0,Female,Salaried,Urban,36-45,1,1,1,1,0
9839402353,979,23,118,OnePlus,4G,Smartphone,47834,5.42,3.73,Medium,Medium,200,Young,1,0,1,0,0,Female,Homemaker,Urban,46-60,0,0,0,1,0
9828487305,979,17,95,OnePlus,4G,Smartphone,56646,2.54,4.27,Very High,Medium,41,Adult,1,0,1,1,0,Female,Student,Metro,60+,0,1,0,1,0
9813616432,349,15,69,Xiaomi,4G,Smartphone,10545,4.75,2.66,Low,Medium,201,Senior,0,0,0,1,0,Male,Salaried,Rural,36-45,0,1,0,1,0
9876066002,349,19,26,Oppo,5G,Feature Phone,17499,9.79,2.75,Low,Low,339,Young,1,0,0,0,1,Female,Student,Urban,26-35,0,0,1,0,1
9846697835,1729,30,34,Samsung,5G,Smartphone,80788,5.42,4.73,High,High,204,Adult,0,0,0,1,1,Male,Homemaker,Urban,36-45,0,0,0,0,1
9841188024,1729,54,11,Samsung,4G,Smartphone,67548,8.63,3.92,Medium,Low,439,Adult,1,0,1,1,0,Female,Homemaker,Metro,60+,1,1,1,1,1
9859074214,349,59,65,Oppo,5G,Smartphone,13994,0.45,3.45,High,High,399,Senior,1,1,1,1,1,Female,Student,Rural,26-35,1,0,1,1,1
9874801276,3999,7,102,Apple,4G,Smartphone,95210,2.63,1.37,Low,Medium,108,Adult,1,1,0,1,1,Female,Homemaker,Metro,36-45,0,0,0,1,0
9832803653,349,10,85,Realme,5G,Smartphone,15998,8.23,1.55,Very High,Low,226,Adult,1,0,0,0,1,Male,Salaried,Urban,46-60,1,0,0,0,0
9831274418,349,8,78,Vivo,5G,Feature Phone,9893,8.94,0.25,Medium,Low,124,Young,1,0,0,0,0,Male,Business,Urban,36-45,0,0,1,0,0
9852489036,399,6,22,Samsung,5G,Feature Phone,20321,4.2,2.3,Low,Medium,197,Adult,1,0,1,1,0,Male,Homemaker,Urban,46-60,0,0,1,1,0
9817423209,399,38,76,OnePlus,5G,Smartphone,27344,3.88,0.24,Very High,Low,272,Senior,0,0,0,1,1,Male,Student,Urban,36-45,0,1,1,1,0
9861238330,349,34,108,Realme,5G,Feature Phone,11968,6.97,4.95,Very High,Medium,42,Senior,0,1,0,1,0,Male,Student,Urban,26-35,0,0,0,0,1
9855334296,979,45,94,Apple,4G,Smartphone,44573,4.2,0.86,Medium,Medium,37,Adult,1,1,0,1,0,Male,Business,Metro,36-45,1,1,1,0,0
9878343768,349,56,90,Oppo,5G,Feature Phone,17643,0.5,3.78,Very High,Medium,129,Young,0,0,1,0,1,Female,Student,Rural,18-25,1,1,1,0,0
9836189634,979,46,76,Samsung,4G,Smartphone,31614,8.53,0.27,Medium,High,7,Adult,0,0,0,0,0,Female,Business,Metro,18-25,1,0,0,1,0
9848142896,979,38,69,Samsung,4G,Feature Phone,41546,2.6,0.97,Low,Low,311,Adult,0,1,0,1,1,Female,Student,Metro,46-60,1,0,0,0,1
9817157677,399,50,60,Vivo,5G,Smartphone,22327,2.21,4.4,Medium,Low,421,Adult,1,0,1,0,0,Female,Business,Metro,60+,1,1,1,0,1
9883441862,349,8,44,Oppo,4G,Feature Phone,17086,3.55,1.14,Very High,Medium,19,Adult,0,1,1,0,1,Female,Business,Urban,26-35,1,0,0,1,0
9848199795,349,52,90,Oppo,4G,Smartphone,17355,4.54,4.18,Low,Medium,480,Adult,1,0,1,1,0,Male,Business,Urban,36-45,1,1,0,0,0
9878940910,3999,9,70,Samsung,4G,Smartphone,75315,1.28,4.99,Medium,Low,91,Young,1,0,1,0,0,Female,Salaried,Metro,36-45,1,1,1,1,1
9840289215,349,31,31,Xiaomi,5G,Smartphone,19843,8.44,4.86,High,Low,355,Adult,0,0,0,0,1,Male,Salaried,Urban,26-35,1,1,0,1,1
9882452333,3999,30,43,Samsung,4G,Feature Phone,100603,4.18,3.36,Very High,Low,57,Adult,1,0,0,0,1,Female,Business,Metro,18-25,0,1,1,0,1
9834910961,349,11,118,Xiaomi,4G,Smartphone,18594,4.36,4.88,Low,Low,158,Young,1,0,1,1,0,Female,Business,Urban,18-25,1,0,1,0,1
9832868242,979,56,44,Samsung,5G,Smartphone,56420,7.62,4.83,Very High,Low,340,Adult,0,0,1,1,1,Male,Salaried,Metro,60+,1,1,0,0,1
9895573195,349,15,36,Vivo,4G,Feature Phone,19627,5.13,0.42,Low,Medium,86,Young,1,0,1,0,0,Male,Business,Rural,26-35,1,0,0,0,0
9858191173,349,12,74,Xiaomi,4G,Feature Phone,8517,3.99,0.81,High,High,238,Senior,1,1,1,1,0,Female,Business,Rural,60+,0,1,1,0,1
9895061545,349,57,98,Xiaomi,5G,Smartphone,15845,6.58,1.49,High,Medium,60,Senior,0,1,1,1,1,Male,Business,Urban,36-45,0,1,0,1,0
9840952532,399,8,66,Oppo,4G,Smartphone,24588,8.01,3.3,High,Low,499,Adult,1,0,0,1,0,Male,Student,Metro,36-45,0,1,0,0,1
9823999153,399,56,27,Vivo,5G,Feature Phone,25619,0.01,2.38,Very High,Medium,371,Young,1,0,1,0,0,Male,Business,Metro,36-45,0,0,0,0,0
9847268625,349,8,120,Vivo,5G,Feature Phone,18406,2.19,1.21,Medium,Medium,35,Adult,0,1,1,0,0,Female,Student,Urban,60+,0,1,1,0,0
9836388104,349,28,28,Vivo,4G,Smartphone,15758,8.31,1.91,Low,Medium,356,Senior,0,1,0,1,1,Female,Salaried,Rural,18-25,1,0,0,1,1
9834755850,399,32,48,OnePlus,4G,Feature Phone,21140,2.85,3.07,Low,Medium,338,Senior,0,1,0,0,0,Male,Business,Metro,26-35,0,0,0,0,1
9829843726,399,29,46,Samsung,4G,Smartphone,29379,4.82,0.02,Medium,High,446,Young,1,0,0,0,1,Male,Student,Metro,46-60,1,1,1,0,1
9830806690,349,39,58,Xiaomi,4G,Smartphone,15833,1.93,0.46,Medium,High,315,Adult,0,1,0,0,1,Male,Business,Rural,60+,1,0,0,1,0
9830142206,979,38,83,OnePlus,4G,Smartphone,45077,8.62,1.6,Very High,Medium,487,Senior,1,0,0,0,0,Male,Business,Urban,36-45,0,1,0,0,0
9869288386,399,56,89,Samsung,4G,Smartphone,19393,7.33,3.48,Very High,Low,269,Young,0,1,0,0,0,Female,Business,Metro,18-25,0,1,1,1,1
9879733453,979,29,31,Apple,5G,Feature Phone,54017,2.4,3.2,Medium,Medium,477,Young,1,1,1,0,0,Female,Salaried,Metro,26-35,0,1,0,1,1
9840302309,349,41,73,Xiaomi,4G,Smartphone,13342,3.12,4.37,Very High,Medium,465,Adult,0,0,1,1,1,Male,Student,Rural,36-45,0,1,0,0,1
9893342086,979,16,45,OnePlus,5G,Feature Phone,37808,7.85,1.06,Medium,Low,287,Adult,0,0,1,1,0,Female,Student,Metro,18-25,1,0,1,0,1
9854149253,349,58,69,Xiaomi,5G,Feature Phone,14516,7.24,4.49,High,Medium,254,Senior,1,0,1,1,0,Male,Salaried,Urban,36-45,1,1,0,0,1
9866225724,349,27,51,Xiaomi,4G,Feature Phone,16844,3.01,0.39,Medium,High,287,Senior,1,0,1,0,1,Female,Student,Urban,26-35,0,0,0,0,1
9873034184,349,11,11,Oppo,4G,Feature Phone,11939,9.81,4.77,High,Medium,414,Adult,1,1,0,1,0,Female,Student,Urban,26-35,1,1,1,0,0
9839783942,349,35,96,Xiaomi,5G,Smartphone,17698,2.01,1.78,Very High,Medium,29,Young,1,0,1,1,0,Male,Salaried,Urban,26-35,1,1,0,1,1
9885428529,979,56,82,Apple,5G,Feature Phone,35122,2.82,2.88,High,High,286,Adult,0,1,0,0,0,Male,Business,Urban,18-25,0,0,1,1,0
9819689753,349,7,44,Realme,4G,Smartphone,20200,6.95,3.78,Low,Medium,396,Adult,0,0,1,1,0,Male,Business,Urban,36-45,0,1,1,0,0
9849518586,399,8,94,OnePlus,5G,Feature Phone,20106,4.49,2.63,High,High,40,Adult,0,0,1,1,1,Female,Student,Metro,18-25,0,1,0,1,0
9815522946,349,35,95,Vivo,4G,Feature Phone,9365,7.72,3.04,High,Medium,276,Young,1,0,0,1,1,Male,Salaried,Urban,60+,1,1,1,0,1
9892835422,399,8,53,OnePlus,5G,Feature Phone,20619,3.03,1.96,High,Medium,59,Senior,0,1,1,0,0,Female,Business,Urban,36-45,0,1,1,1,0
9842857857,349,37,41,Xiaomi,5G,Smartphone,10256,2.8,4.17,Low,Medium,237,Young,1,0,1,0,0,Male,Business,Urban,60+,1,1,1,1,0
9827274894,979,34,105,Samsung,5G,Smartphone,40341,7.88,1.28,Low,Medium,296,Senior,1,1,0,0,1,Female,Salaried,Metro,36-45,0,0,1,1,0
9874533111,3999,47,8,Samsung,4G,Smartphone,135035,5.01,1.2,Very High,Medium,235,Young,0,1,0,1,1,Male,Business,Metro,18-25,0,0,1,1,1
9895957919,349,22,28,Oppo,4G,Feature Phone,21485,4.54,0.2,Medium,High,354,Adult,1,1,1,0,0,Female,Salaried,Urban,36-45,0,1,1,0,0
9890781307,979,52,30,Samsung,5G,Smartphone,55275,4.75,4.89,Very High,High,136,Adult,0,0,1,0,1,Male,Student,Urban,60+,0,1,0,1,0
9869685028,399,49,46,Samsung,5G,Smartphone,29934,2.6,4.49,Low,High,395,Young,1,1,0,0,1,Female,Student,Urban,60+,1,0,1,0,1
9815004423,349,23,56,Xiaomi,4G,Smartphone,18162,2.1,4.74,Medium,Low,310,Senior,1,1,1,0,1,Male,Business,Rural,46-60,0,0,1,0,1
9818309433,3999,33,59,Samsung,4G,Smartphone,115198,7.19,1.69,Medium,High,135,Adult,1,1,0,1,0,Female,Business,Metro,36-45,1,0,1,0,0
9815020088,349,28,92,Realme,4G,Feature Phone,15888,1.49,1.77,Low,Low,395,Senior,0,0,1,0,0,Female,Business,Rural,36-45,0,0,0,0,0
9843660194,399,40,52,Samsung,4G,Smartphone,18299,7.27,3.48,High,Medium,249,Adult,1,0,0,1,1,Female,Salaried,Metro,46-60,0,1,0,0,1
9827958465,399,37,84,Samsung,5G,Smartphone,21644,9.5,3.55,High,Medium,250,Young,1,0,0,0,0,Male,Student,Urban,36-45,1,0,0,1,0
9872015950,3999,38,68,Samsung,5G,Feature Phone,79016,3.81,1.73,Medium,High,216,Senior,0,1,0,1,1,Male,Salaried,Metro,36-45,1,1,0,1,0
9898652735,979,17,118,OnePlus,4G,Smartphone,51850,0.25,0.93,Low,Medium,442,Young,1,1,0,1,1,Female,Student,Metro,26-35,0,1,0,0,0
9885301116,349,15,42,Oppo,4G,Feature Phone,16033,3.19,4.69,High,Low,282,Senior,0,1,0,1,0,Female,Student,Urban,26-35,1,0,0,0,0
9826315215,399,15,79,OnePlus,5G,Smartphone,19267,8.51,1.88,High,Medium,15,Senior,1,0,0,1,1,Female,Salaried,Urban,18-25,1,1,0,1,0
9840612727,349,56,93,Vivo,4G,Smartphone,21315,0.78,2.55,High,Medium,200,Adult,1,0,1,1,1,Male,Salaried,Rural,26-35,1,1,1,0,1
9861838865,349,23,73,Vivo,4G,Feature Phone,14956,7.18,2.58,Low,Medium,343,Young,1,0,1,0,0,Male,Salaried,Urban,46-60,0,1,0,1,1
9887935108,349,42,77,Oppo,5G,Feature Phone,11472,9.63,2.22,Medium,High,140,Adult,0,0,1,1,0,Female,Student,Urban,60+,1,0,1,1,0
9872016156,349,60,39,Oppo,5G,Smartphone,19497,7.56,0.14,High,Low,43,Adult,0,0,0,0,0,Female,Homemaker,Rural,60+,0,1,0,0,0
9885129378,349,15,37,Vivo,5G,Feature Phone,20745,9.3,0.41,High,Low,104,Young,0,1,1,1,0,Female,Business,Urban,46-60,0,1,1,1,1
9831108185,349,38,111,Vivo,4G,Smartphone,12375,3.34,0.11,High,High,185,Senior,0,0,1,0,1,Male,Homemaker,Urban,46-60,1,1,1,0,0
9873599248,349,26,55,Oppo,4G,Smartphone,10863,6.04,4.01,Medium,Low,189,Young,0,0,0,0,0,Female,Student,Rural,26-35,0,1,1,1,0
9860836989,399,30,64,Samsung,5G,Smartphone,22545,6.66,1.48,Medium,High,437,Adult,1,0,1,1,1,Male,Salaried,Urban,18-25,1,1,0,1,1
9848498586,349,33,39,Realme,5G,Feature Phone,18448,0.12,4.68,High,Medium,154,Adult,1,1,1,1,0,Male,Student,Rural,60+,1,0,0,1,0
9829858125,399,49,89,OnePlus,4G,Feature Phone,19213,4.5,1.75,Medium,High,271,Young,0,1,1,1,1,Male,Student,Metro,60+,0,1,1,1,0
9824063647,399,51,92,OnePlus,4G,Feature Phone,18339,5.45,4.05,Very High,Medium,283,Young,1,1,0,0,1,Male,Student,Urban,18-25,1,1,1,0,1
9810707640,349,39,112,Xiaomi,4G,Feature Phone,17066,6.84,4.76,Very High,Medium,390,Senior,0,0,1,1,1,Male,Student,Rural,18-25,1,1,0,1,0
9880197273,349,33,89,Vivo,5G,Feature Phone,15006,1.73,0.77,Low,High,301,Young,0,0,0,1,0,Female,Student,Urban,36-45,0,0,1,0,1
9825328046,979,56,36,Apple,4G,Smartphone,47803,7.63,4.63,High,Low,465,Adult,1,0,1,0,0,Female,Student,Metro,46-60,0,0,0,0,0
9816888035,399,55,98,Samsung,5G,Feature Phone,21063,4.13,4.06,Low,High,60,Adult,1,0,0,1,0,Male,Student,Urban,36-45,0,1,1,1,1
9882880144,3999,10,30,Apple,4G,Feature Phone,76328,5.48,4.04,Very High,Low,197,Senior,0,1,0,0,0,Female,Homemaker,Metro,60+,0,1,1,1,0
9810846502,349,18,113,Oppo,5G,Smartphone,15541,2.13,3.77,Medium,Medium,224,Senior,0,1,0,1,0,Male,Business,Rural,18-25,1,0,0,1,1
9861951790,349,9,101,Vivo,4G,Feature Phone,21044,2.37,0.51,Medium,Medium,90,Adult,0,1,1,1,0,Male,Business,Rural,46-60,1,0,0,0,0
9833747473,3999,23,85,Samsung,5G,Feature Phone,88869,0.81,0.77,Low,High,184,Young,1,0,0,0,1,Male,Student,Metro,26-35,0,0,0,0,0
9892448547,399,47,120,Samsung,4G,Smartphone,21008,6.0,0.43,Medium,Medium,3,Adult,1,0,0,0,0,Female,Salaried,Metro,60+,1,1,0,1,1
9830338579,399,31,106,Vivo,5G,Smartphone,22647,3.96,2.26,Medium,Medium,128,Adult,1,1,0,0,1,Male,Business,Urban,26-35,1,0,0,1,0
9852631602,349,37,106,Xiaomi,5G,Smartphone,12922,9.7,4.32,High,High,173,Young,0,0,0,0,0,Female,Student,Urban,18-25,0,1,0,1,1
9830483710,349,52,68,Vivo,4G,Smartphone,11320,7.13,0.89,High,Low,107,Young,1,1,0,0,0,Female,Homemaker,Urban,36-45,1,0,1,0,1
9856140392,349,30,11,Realme,5G,Feature Phone,16470,1.62,4.55,Very High,High,86,Young,1,0,1,0,0,Female,Business,Urban,26-35,0,0,1,1,0
9847457134,399,13,72,Samsung,4G,Feature Phone,25721,4.32,4.69,Very High,Low,280,Young,1,1,0,0,0,Male,Student,Metro,46-60,1,1,1,1,1
9849173965,349,55,115,Xiaomi,5G,Smartphone,17406,1.67,2.36,Medium,Low,235,Adult,0,1,1,1,0,Male,Salaried,Rural,36-45,1,0,1,0,0
9869922140,349,36,80,Oppo,5G,Feature Phone,21993,4.41,4.98,High,High,254,Adult,1,0,1,1,1,Female,Salaried,Urban,18-25,1,0,0,0,1
9810918616,349,18,14,Vivo,5G,Smartphone,12109,2.31,4.13,Medium,Medium,441,Young,1,1,1,0,0,Male,Homemaker,Urban,60+,1,0,1,0,1
